No,Kode,Nama Barang,Spesifikasi,Satuan
1395,1.1.7.01.03.08.001.00102,Mcb,Standar Pln 3 Phase 10A,BUAH
1396,1.1.7.01.03.08.001.00103,Mcb,Standar Pln 3 Phase 16A,BUAH
1397,1.1.7.01.03.08.001.00104,Mcb,Standar Pln 3 Phase 25A,BUAH
1398,1.1.7.01.03.08.001.00119,Mcb,2 Phase 32 Ampere,BUAH
1399,1.1.7.01.03.08.001.00172,Skun,"Tembaga, diamater 50 mm",PCS
1400,1.1.7.01.03.08.001.00203,Kabel Nyy,"(Sni, Spln) 3X2.5 Mm2",M
1401,1.1.7.01.03.08.001.00210,Kabel Nyy,"Lokal Standar Sni, 4X4 Mm",M
1402,1.1.7.01.03.08.001.00211,Kabel Nyy,4X6 Mm2;,M
1403,1.1.7.01.03.08.001.00223,Kabel Nyyhy,Uk 2X1.5 Mm,M
1404,1.1.7.01.03.08.001.00226,Kabel Nyyhy,"4X2.5 Mm2; 337/ 500 V (Sni, Spln)",M
1405,1.1.7.01.03.08.001.00235,Kabel Nyyhy,"4X2.5 Mm2; 337/ 500 V (Sni, Spln) ;Suprame, Kabelido (4 Besar)",ROLL
1406,1.1.7.01.03.08.001.00266,Kabel Listrik NYA,"3x2,5mm",METER
1407,1.1.7.01.03.08.001.00267,Kabel NYYHY,4x4 mm2 merk suprame,M
1408,1.1.7.01.03.08.001.00292,Kabel Nyfgby,"4X6 Mm2 Standart Spln, Sni",M
1409,1.1.7.01.03.08.001.00300,Kabel Nym,2X2.5 Mm2;,M
1410,1.1.7.01.03.08.001.00308,Kabel Nym,3X2.5; Rol 50 M,ROLL
1411,1.1.7.01.03.08.002.00131,Lampu neon TL panjang,Spesifikasi : 36 watt 120cm,PCS
1412,1.1.7.01.03.08.002.00228,Lampu Tl,40 Watt,BUAH
1413,1.1.7.01.03.08.002.00229,Lampu Tl,Tld 36 W/ 54,BUAH
1414,1.1.7.01.03.08.002.00264,Lampu Led Bulb 19 Watt,Fitting E27,BUAH
1415,1.1.7.01.03.08.002.00309,Lampu LED,-,BUAH
1416,1.1.7.01.03.08.002.00330,Lampu Emergency,-,BUAH
1417,1.1.7.01.03.08.002.00343,Lampu Hemat Energi,18 W/ Cd/ Ww,BUAH
1418,1.1.7.01.03.08.002.00348,Lampu Hemat Energy,Essential 18 Watt,BUAH
1419,1.1.7.01.03.08.003.00044,Kontaktor,3 Phase 220V AC (25 Ampere),UNIT
1420,1.1.7.01.03.08.006.00014,Ballast Lampu Tl,Tl 36 W,BUAH
1421,1.1.7.01.03.08.008.00037,Fitting,Lampu T5,BUAH
1422,1.1.7.01.03.08.009.00019,Air Accu,-,BOTOL
1423,1.1.7.01.03.08.009.00076,Accu,"Gs Astra, N 50 Z Genset",BUAH
1424,1.1.7.01.03.08.009.00098,Air Aki,Lokal Standar Sni,BOTOL
1425,1.1.7.01.03.08.012.00075,Tang Ampere,-,BUAH
1426,1.1.7.01.03.08.012.00083,Mcb,"SNI, Standar PLN, 3 Phase 32 Ampere",PCS
1427,1.1.7.01.03.08.012.00131,Mcb,3 Phase 6 Ka (24365) 25 A/ 6 Ka,BUAH
1428,1.1.7.01.03.08.012.00138,Mcb,2 Phase 16 Ampere,BUAH
1429,1.1.7.01.03.08.012.00145,MCB,1 Phase 16A,UNIT
1430,1.1.7.01.03.08.012.00162,Thermal Overload Relay,LRD-06,BUAH
1431,1.1.7.01.03.08.012.00186,Skun Y,"Diamater 2,5 mm (1 pack isi 100 pcs)",PCS
1432,1.1.7.01.03.08.012.00193,Thermal Overload Relay,LRD-14,BUAH
1433,1.1.7.01.03.08.012.00194,Thermal Overload Relay,LRD-16,BUAH
1434,1.1.7.01.03.08.012.00201,Thermal Overload Relay,LRD-10,BUAH
1435,1.1.7.01.03.08.012.00214,Kontaktor,NC 12 A,BUAH
1436,1.1.7.01.03.08.012.00217,Kontaktor,"Lubang 3, 40A",BUAH
1437,1.1.7.01.03.08.012.00222,Tang Ampere,Tipe digital kap arus AC minimal 200 A dan voltase 600 V ukuran diameter penjepit 25 mm,PCS
1438,1.1.7.01.03.08.013.50008,MCB,32 A 3 Phase,BUAH
1439,1.1.7.01.03.01.001.00036,Stabillo,Original,KOTAK
1440,1.1.7.01.03.01.001.00041,Pensil 2 B,-,BUAH
1441,1.1.7.01.03.01.001.00052,Whiteboard double face,120 x 240,BUAH
1442,1.1.7.01.03.01.001.00101,Ballpoint,Boldliner Standard Pro Blue,LUSIN
1443,1.1.7.01.03.01.001.00106,Ballpoint,Boldliner Standard Pro Black,LUSIN
1444,1.1.7.01.03.01.004.00006,Penghapus Whiteboard,Besar,PCS
1445,1.1.7.01.03.01.004.00012,Tipe X Tape,-,BUAH
1446,1.1.7.01.03.01.004.00019,Penghapus Pensil,-,BUAH
1447,1.1.7.01.03.01.006.00058,Stop Map Folio 5001 Snelhecter,-,PACK
1448,1.1.7.01.03.01.006.00074,MAP GANTUNG,MAP KARTON,BUAH
1449,1.1.7.01.03.01.006.00077,Map Dinas,Uk. Folio berkantong,BUAH
1450,1.1.7.01.03.01.006.00083,Map Plastik dengan Resleting.,"Spesifikasi Berbahan plastik, ukuran minimal +- Panjang 39 cm, Lebar 27 cm, Tinggi 3 cm, Merek R&R/Dataplus",BUAH
1451,1.1.7.01.03.01.006.00104,Box kardus,Box kardus naskah soal ukuran ( 36 x 27 x 20) cm,BUAH
1452,1.1.7.01.03.01.006.00126,Plastic Pocket,"PP Pockets, F4, Transparan/Clear",PACK
1453,1.1.7.01.03.01.008.00004,Isi pisau cutter,-,PCS
1454,1.1.7.01.03.01.008.00005,Cutter,"L 150,",BUAH
1455,1.1.7.01.03.01.008.00012,CUTTER,L500,BUAH
1456,1.1.7.01.03.01.008.00018,Pembolong Kertas (Perforator),No. 85 Besar,BUAH
1457,1.1.7.01.03.01.010.00082,Lem Hebel,40 Kg,ZAK
1458,1.1.7.01.03.01.010.00108,Lakban,Plastik Hitam,BUAH
1459,1.1.7.01.03.01.010.00109,Lakban,Bening Besar @6 pcs,PACK
1460,1.1.7.01.03.01.010.00114,Isolasi Bakar,10 mm @100 m,ROLL
1461,1.1.7.01.03.01.010.00134,Lem,Pvc,BUAH
1462,1.1.7.01.03.01.010.00137,Alat Lem Tembak,-,BUAH
1463,1.1.7.01.03.01.013.00021,Isi Staples,No. 10,KOTAK
1464,1.1.7.01.03.01.013.00022,Isi Staples,No. 3,KOTAK
1465,1.1.7.01.03.01.014.00185,Cetak Kartu,Barang/ Kib/ Kir,LEMBAR
1466,1.1.7.01.03.01.014.00219,Lembar Pengantar,"Uk. 10X16 Cm, Bhn Hvs 60 Gr",BLOK
1467,1.1.7.01.03.01.016.00006,Box Arsip,-,BUAH
1468,1.1.7.01.03.13.001.00025,Corner clamp,Penjepit sudut siku 900,SET
1469,1.1.7.01.03.13.001.00029,Omron,-,BUAH
1470,1.1.7.01.03.13.001.00036,Benang Bangunan,Benang Bangunan Warna Putih Panjang Benang Per roll + / - 15 Meter Digunakan Proyek Bangunan,ROLL
1471,1.1.7.01.03.06.004.00018,Tinta Printer,Canon Ink Cartridge PG 40 Black (PG40B),BUAH
1472,1.1.7.01.03.06.004.00022,Tinta Printer,Canon Ink Cartridge CL-41 Colour (CL41C),BUAH
1473,1.1.7.01.03.06.004.00082,TINTA PRINTER,"ORIGINAL, 932 (BLACK), LENGKAP ISI, TIDAK KADALUARSA OFFICEJET 7610",UNIT
1474,1.1.7.01.03.06.004.00083,TINTA PRINTER,"ORIGINAL, 933 (CYAN), LENGKAP ISI, TIDAK KADALUARSA OFFICEJET 7610",BUAH
1475,1.1.7.01.03.06.004.00084,TINTA PRINTER,"ORIGINAL, 933 (MAGENTA), LENGKAP ISI, TIDAK KADALUARSA OFFICEJET 7610",BUAH
1476,1.1.7.01.03.06.004.00085,TINTA PRINTER,"ORIGINAL, 933 (YELLOW), LENGKAP ISI, TIDAK KADALUARSA OFFICEJET 7610",BUAH
1477,1.1.7.01.03.06.004.00219,Tinta Printer,Black - 810,BUAH
1478,1.1.7.01.03.06.004.00230,Tinta Printer,Black 932 Tinta Printer Catridge Black 932,BUAH
1479,1.1.7.01.03.06.004.00231,Tinta Printer,Cyan 933 Xltinta Printer Catridge Cyan 933Xl,BUAH
1480,1.1.7.01.03.06.004.00232,Tinta Printer,Magenta 933 Xltinta Printer Catridge Magenta 933Xl,BUAH
1481,1.1.7.01.03.06.004.00233,Tinta Printer,Yellow 933 Xltinta Printer Catridge Yellow 933Xl,BUAH
1482,1.1.7.01.03.06.004.00794,Cartridge Printer Type 40/Black,Canon,BUAH
1483,1.1.7.01.03.06.004.00795,Cartridge Printer Type 41/Colour,Canon,BUAH
1484,1.1.7.01.03.06.004.00796,Toner/Catridge Printer,802 Black,BUAH
1485,1.1.7.01.03.06.004.00797,Cartridge Printer Type 810/Black,Canon,BUAH
1486,1.1.7.01.03.06.004.00798,Cartridge Printer Type 811/Colour,Canon,BUAH
1487,1.1.7.01.03.06.004.00897,Tinta Printer,Epson L120 Black,BOTOL
1488,1.1.7.01.03.06.004.00898,Tinta Printer,Epson L121 Yellow,BOTOL
1489,1.1.7.01.03.06.004.00899,Tinta Printer,Epson L122 Magenta,BOTOL
1490,1.1.7.01.03.06.004.00900,Tinta Printer,Epson L123 Cyan,BOTOL
1491,1.1.7.01.03.06.004.00901,Tinta Printer,Canon Pixma PG-47 Black,BUAH
1492,1.1.7.01.03.06.004.00902,Tinta Printer,Canon Pixma CL-57 Color,BUAH
1493,1.1.7.01.03.06.004.00926,Tinta Printer,Epson L120 Magenta,BOTOL
1494,1.1.7.01.03.06.004.00970,Tinta Printer,Epson L120 Cyan,BOTOL
1495,1.1.7.01.03.06.004.00973,Tinta Printer,Epson L120 Yellow,BOTOL
1496,1.1.7.01.03.06.004.05053,Tinta Printer,Epson T001 Color,BOTOL
1497,1.1.7.01.03.06.013.05002,Keyboard Tablet,Samsung Galaxy,BUAH
1498,1.1.7.01.03.06.014.50010,Stylus,Samsung S Pen,BUAH
1499,1.1.7.01.03.02.001.00015,Kertas F4,70 Warna,RIM
1500,1.1.7.01.03.02.001.00030,Kertas A3,-,RIM
1501,1.1.7.01.03.02.001.00034,Kertas F4,75 Gram,RIM
1502,1.1.7.01.03.02.001.00035,Kertas A4,75 Gram,RIM
1503,1.1.7.01.03.02.002.00007,Kertas Stiker,Ukuran A4,LEMBAR
1504,1.1.7.01.03.02.002.00022,Kertas Post It,Type 655,BUAH
1505,1.1.7.01.03.02.002.00045,Kertas Foto Glossy,-,PACK
1506,1.1.7.01.03.07.001.00027,Sapu Ijuk,Tangkai Kayu,BUAH
1507,1.1.7.01.03.07.002.00065,Pel Dorong,Kain; Standar,BUAH
1508,1.1.7.01.03.07.002.00108,Wiper Lantai,-,BUAH
1509,1.1.7.01.03.07.003.00001,selang alconn,-,ROLL
1510,1.1.7.01.03.07.003.00003,Selang Hydrant,"Selang Nozzle 1,5 (Slang Hydrant)",ROLL
1511,1.1.7.01.03.07.003.00004,Selang Hisap,Diameter 3 inchi panjang 4 meter,BUAH
1512,1.1.7.01.03.07.003.00050,Selang Air,Bahan Plastik Berserat Benang Ukuran Diameter 3/4 Inchi,M
1513,1.1.7.01.03.07.003.00084,Bak Cat,-,BUAH
1514,1.1.7.01.03.07.003.00085,Selang Air,5/8 inch 100 mtr,ROLL
1515,1.1.7.01.03.07.003.00089,Jerigen Plastik,Uk. 25 liter Warna Hitam,BUAH
1516,1.1.7.01.03.07.003.00094,Drum plastik warna biru,uk. 200 liter,BUAH
1517,1.1.7.01.03.07.003.50010,Selang Buang karpet,"diameter 3 inch, panjang 50 m",ROLL
1518,1.1.7.01.03.07.004.00001,SEROKAN,"DIAMETER 60 CM, PANJANG GAGANG 150 CM, FULL RING",BUAH
1519,1.1.7.01.03.07.004.00041,Tong Sampah,"Bahan Fibeber Glass, Roda 2 Lengkap Dengan Tutup",BUAH
1520,1.1.7.01.03.07.005.00050,Stop Kran,-,BUAH
1521,1.1.7.01.03.07.005.00095,Cantelan Gembok,-,BUAH
1522,1.1.7.01.03.07.005.00098,Ball Valve PVC,"Uk. 1""",BUAH
1523,1.1.7.01.03.07.005.00099,Kunci Ring-Pas,"8,9,10,11,12,13,14,17,19,22,24",BUAH
1524,1.1.7.01.03.07.005.00104,Kunci Inggris,10 mm,PCS
1525,1.1.7.01.03.07.005.00119,Padlock/ Gembok,Padlock Basicity Pl 58Mm Kk Sp,BUAH
1526,1.1.7.01.03.07.005.00134,Kunci Pembengkok Besi,Dia 8 mm,PCS
1527,1.1.7.01.03.07.006.00009,INSULSOCK,UK. 5MM X 30 CM,PACK
1528,1.1.7.01.03.07.006.00032,Benang bangunan,"benang bangunan warna putih, tebal :1mm, panjang +- 30 meter",ROLL
1529,1.1.7.01.03.07.008.00072,Pembersih Lantai,Porselen,BOTOL
1530,1.1.7.01.03.07.008.00073,PEMBERSIH LANTAI,UKURAN 800 ML,BOTOL
1531,1.1.7.01.03.07.013.00009,Kuas Cat,"Mdn, 3 """,BUAH
1532,1.1.7.01.03.07.013.00033,Kuas Roll,Besar,BUAH/METER
1533,1.1.7.01.03.07.015.00002,Drum Plastik,Drum Plastik Warna Biru Isi 200 Liter,BUAH
1534,1.1.7.01.03.07.015.00032,Bambu Tiang Umbul-Umbul,Uk. 6 M,BUAH
1535,1.1.7.01.03.07.015.00084,Mata pisau Mesin Potong rumput,(350x90x16),BUAH
1536,1.1.7.01.03.07.015.00422,Gunting Kertas,Uk. Besar,BUAH
1537,1.1.7.01.03.07.015.00468,Gembok,Bahan Besi Stainless Anti Karat,BUAH
1538,1.1.7.01.01.04.001.00010,Pertamax,"Kemasan 20 Liter (Harga sudah termasuk Pajak, Biaya Angkut, Biaya Pengemasan, Biaya Kemasan dan Tutup. Titik serah di Kali Adem)",KALENG
1539,1.1.7.01.01.04.001.00014,BBM Pertalite,-,LITER
1540,1.1.7.01.01.04.002.00024,Grease Pump,TANK CAPACITY : 45 L,UNIT
1541,1.1.7.01.01.04.002.00046,Oli Pelumas Diesel,"15 W-40, API CI-4 (untuk Genset)",GALON
1542,1.1.7.01.01.04.002.00083,Oli Pelumas,Minyak Pelumas,LITER
1543,1.1.7.01.01.04.002.00092,Minyak Pelumas,-,LITER
1544,1.1.7.01.01.04.002.00102,Oli,Pelumas,BUAH
1545,1.1.7.01.01.04.003.00049,Gemuk Pelumas,-,KG
1546,1.1.7.01.01.05.002.00019,Balok 6/12,Batang,BATANG
1547,1.1.7.01.01.05.002.00022,Kaso Reng,3x4,BATANG
1548,1.1.7.01.01.05.002.00035,Meranti Basah,Balok Uk. 8X12X400 Cm,M3
1549,1.1.7.01.01.05.002.00048,Kayu Lapis,Triplek Uk.122X244X12 Mm,LEMBAR
1550,1.1.7.01.01.05.002.00058,Kayu Balok Meranti,Uk. 8 x 12 x 400 cm,BATANG
1551,1.1.7.01.01.05.002.00060,Bambu,Ø 10-12 cm panjang 6 m,BATANG
1552,1.1.7.01.01.05.002.00061,Papan Terentang,Kayu meranti uk. 3x30 cm @4m,LEMBAR
1553,1.1.7.01.01.05.006.00004,Karet spond,-,M
1554,1.1.7.01.01.05.007.00026,Jointing Compound,Cornice Ub 20,ZAK
1555,1.1.7.01.01.01.002.00010,Semen Abu-Abu,Semen Abu-Abu,KG
1556,1.1.7.01.01.01.002.00013,Mortar,Acian Plesteran & Beton 40 Kg,ZAK
1557,1.1.7.01.01.01.002.00014,Mortar,Acian Plesteran 40 Kg,ZAK
1558,1.1.7.01.01.01.002.00025,Floor Hardener,"Colour (Natural, Red, Blue Sky, Rainbow, Etc)",KG
1559,1.1.7.01.01.01.002.00027,Beton Instan K 175,50 kg,ZAK
1560,1.1.7.01.01.01.002.00029,"Beton Instan K350 @50kg, Merk Jayamix",Berat 1 Zak 50 Kg,ZAK
1561,1.1.7.01.01.01.002.00035,Beton Instan K350,"Berat 1 Zak 50 Kg, Merk Jayamix",ZAK
1562,1.1.7.01.01.01.004.00006,Pasir,Urug,M3
1563,1.1.7.01.01.01.004.00018,Pasir Silika,25 KG,ZAK
1564,1.1.7.01.01.01.005.00021,Batu Bata,Bata Press,M2
1565,1.1.7.01.01.01.005.00023,Bata Ringan,"60 X 20 Cm, Tebal 10 Cm",M2
1566,1.1.7.01.01.01.005.00042,Hebel,-,M3
1567,1.1.7.01.01.01.006.00011,Cat Tembok,"(Luar) Warna Biasa Isi 2.5 Liter 3,5 Kg",KALENG
1568,1.1.7.01.01.01.006.00024,Cat Tembok,5 Kg,KALENG
1569,1.1.7.01.01.01.006.00040,Cat Besi,-,KG
1570,1.1.7.01.01.01.006.00049,Cat Kayu/ Besi,-,KALENG
1571,1.1.7.01.01.01.006.00064,Epoxy Resin & Hardener,-,LITER
1572,1.1.7.01.01.01.006.00101,Cat Tembok,25 kg,PIEL
1573,1.1.7.01.01.01.006.00161,Cat Besi/Kayu,"5 kg, Merk FTALIT",GALON
1574,1.1.7.01.01.01.006.00162,Cat Tembok,"Dulux Weathershield, Warna Standar, Isi 2,5 KG",KALENG
1575,1.1.7.01.01.01.006.00184,Water Proofing,20 Kg,KG
1576,1.1.7.01.01.01.006.00193,Damp Proof Durable Waterproof Coating,20 Kg,PAIL
1577,1.1.7.01.01.01.007.00028,Spandek,"0,3 mm x 1 m x 6 m",METER
1578,1.1.7.01.01.01.007.00029,Asbes Gelombang Besar,"Uk. 240 x 150 x 0,4 cm",LEMBAR
1579,1.1.7.01.01.01.007.00032,Spandek,"Zincalume Pasir 0,35 mm panjang 6 meter",LEMBAR
1580,1.1.7.01.01.01.008.00034,Ball Valve,F/F Ci 10K Fctb Dia 1/2,BUAH
1581,1.1.7.01.01.01.008.00036,Penggaris Siku,-,BUAH
1582,1.1.7.01.01.01.008.00037,Baja Ringan,-,BATANG
1583,1.1.7.01.01.01.008.00046,Plat Baja,Tebal 3 Mm,LEMBAR
1584,1.1.7.01.01.01.008.00053,Besi UNP,"50 x 35 x 600 cm, tebal 2,2 mm",BATANG
1585,1.1.7.01.01.01.008.05001,Reng Baja Ringan,"Tebal 0,45 mm, Panjang 6 Meter",BATANG
1586,1.1.7.01.01.01.011.00013,Tiang Pagar BRC Hot Dip Galvanized,"uk. 1,20 m, dia 2""",BUAH
1587,1.1.7.01.01.01.012.00002,As Drat,uk. 5/8 @1m,BATANG
1588,1.1.7.01.01.01.012.00003,As Drat,Uk. 17,BATANG
1589,1.1.7.01.01.01.012.00004,As Drat,"Stainless Panjang 1 m, uk. M12",BATANG
1590,1.1.7.01.01.01.012.00005,As Drat,Uk. 19,BATANG
1591,1.1.7.01.01.01.012.00006,Beton Instan K 225,50 kg / zak,ZAK
1592,1.1.7.01.01.01.012.00008,Besi Siku,Uk. 50.50.4 Panjang 6 M,BATANG
1593,1.1.7.01.01.01.012.00011,Besi Siku,Uk. 4 X 4 X 4 Mm,BATANG
1594,1.1.7.01.01.01.012.00012,Besi Siku,"Uk. 5 X 5 X 4,5 Mm",BATANG
1595,1.1.7.01.01.01.012.00025,Besi Wiremesh,"M7; Uk. 2,1 X 5,4 M",LEMBAR
1596,1.1.7.01.01.01.012.00056,besi siku,"50 mm x50 mm x 6 m, tebal 3 mm",BATANG
1597,1.1.7.01.01.01.012.00057,Besi hollow,"Ukuran 40 mm x 40 mm x 6 m , tebal 2 mm",BATANG
1598,1.1.7.01.01.01.012.00066,Besi Wiremesh,"M10 SNI, uk. 2,1 m x 5,4 m",LEMBAR
1599,1.1.7.01.01.01.012.00067,Besi Hollow Galvanis,UK 4X4X600 CM TEBAL 2 MM,BATANG
1600,1.1.7.01.01.01.012.00068,Besi Hollow Galvanis,UK 4X2X600 CM TEBAL 2 MM,BATANG
1601,1.1.7.01.01.01.012.00069,Besi Siku,-,BATANG
1602,1.1.7.01.01.01.012.00080,Besi Beton,"Dia 6 Mm, 12M",BATANG
1603,1.1.7.01.01.01.012.00092,Besi Hollow,Uk. 40x40 cm,BUAH
1604,1.1.7.01.01.01.012.05005,Besi Hollow Galvanis,uk. 2 x 2 x 600 cm,BATANG
1605,1.1.7.01.01.01.013.00016,Keramik,Floor/ Wall Tile Uk. 30X30 Cm,M2
1606,1.1.7.01.01.01.013.00021,Keramik,Floor/ Wall Tile Uk. 40X40 Cm,M2
1607,1.1.7.01.01.01.013.00067,Paving Block,Classic Warna Reguler Classic 02 Tebal 6 Cm,M2
1608,1.1.7.01.01.01.013.05003,Keramik Dinding,uk. 25 x 40 cm,BOX
1609,1.1.7.01.01.01.014.00002,Bondek,T=0.75m; P=3m,LEMBAR
1610,1.1.7.01.01.01.014.00018,Nok Genteng Metal,"Nok Pinggir P 0,30",LEMBAR
1611,1.1.7.01.01.01.014.00031,Nok Atap PVC Tipe V,"PVC Tipe V, Panjang 1 m",BUAH
1612,1.1.7.01.01.01.014.00032,Asbes gelombang besar,"uk. 200 x 102 x 0,5 cm",LEMBAR
1613,1.1.7.01.01.01.014.00033,Atap UPVC,"UK. 1,13 M X 2,5 M, TEBAL 2 MM",LEMBAR
1614,1.1.7.01.01.01.016.00023,Plat Stainlessteel Nama Peil,"tebal plat 2mm, Grafir tulisan",BUAH
1615,1.1.7.01.01.01.020.00004,Karung Goni,Uk. 75X110 Cm - 100 Kg,BUAH
1616,1.1.7.01.01.01.020.05001,KARUNG PASIR,SAND BAG UK. 150 X 250 X 50 CM,BUAH
1617,1.1.7.01.01.01.021.00003,Minyak Cat,Minyak Cat,KG
1618,1.1.7.01.01.01.023.00002,Mata Gerinda Amplas,100X6X16 mm,PCS
1619,1.1.7.01.01.01.024.00011,Baut,Standar; Roofing,KOTAK
1620,1.1.7.01.01.01.024.00015,Baut,Uk 3Cm,KG
1621,1.1.7.01.01.01.024.00016,Baut,-,KG
1622,1.1.7.01.01.01.024.00020,Mur Baut,"Uk. P. 10 Cm, Uk. 12 Mm",BOX
1623,1.1.7.01.01.01.024.00041,Baut Sekrup,UK. 7 CM + SEAL UNTUK ATAP UPVC @ ISI 20,PACK
1624,1.1.7.01.01.01.027.00015,Paku,"Payung, 7 Cm",KG
1625,1.1.7.01.01.01.027.00016,Paku,"Payung, 10 Cm",KG
1626,1.1.7.01.01.01.027.00019,Paku,Triplek,KG
1627,1.1.7.01.01.01.027.00024,Paku Biasa,Ukuran 10,KG
1628,1.1.7.01.01.01.027.00027,"Paku Biasa 2"" - 5""",7 CM,KG
1629,1.1.7.01.01.01.027.00032,"Paku Biasa 2"" - 5""",12 CM,KG
1630,1.1.7.01.01.01.027.00033,Paku Beton,5 - 7 cm,KG
1631,1.1.7.01.01.01.027.00034,Paku Beton,5-12 cm,KG
1632,1.1.7.01.01.02.001.00088,Activated Carbon,20 Kg,ZAK
1633,1.1.7.01.01.02.001.00138,Kaporit,"Spesifikasi: Abt, Bentuk bubuk, kadar 60 %",TABLET
1634,1.1.7.01.01.02.001.00291,Kaporit Tablet,-,KG
1635,1.1.7.01.01.02.001.00516,Silica Sand,Minimum Kandungan Silica 8%,LITER
1636,1.1.7.01.01.02.001.00602,Activated Carbon Iodine,No.1000-1200,LITER
1637,1.1.7.01.01.02.002.00138,Anti Foam (IPAS),-,KG
1638,1.1.7.01.01.02.002.00462,CHEMICAL MICRO BIO ENZYM,MERK POWDER BIOTIZTA (@1KG),KG
1639,1.1.7.01.01.02.002.00860,Anti Foam,-,LITER
1640,1.1.7.01.05.01.004.00071,Projector Screen,"70' x 70' (178 x 178 cm ), Screen Projector",UNIT
1641,1.1.7.01.05.01.004.00077,Masker Double Respirator,"Dual Cartridge Respirator Half Mask Soft Durable Pliable Rubber Facepiece Durable Elastic Headbands, Deep Chin Cup For A Roomy",BUAH
1642,1.1.7.01.05.01.004.00104,Exhaust Fan,12 Inch,BUAH
1643,1.1.7.01.05.01.004.00118,COMPRESSOR,1 PK,UNIT
1644,1.1.7.01.05.01.004.00123,HAND TROLLEY,(TROLLEY PEMBAWA BARANG),BUAH
1645,1.1.7.01.05.01.004.00150,Alat Pemadam Api Ringan,(Apar) Dcp 9 Kg,BUAH
1646,1.1.7.01.05.01.004.00165,Wireless Microphone,Sennheiser EW 100-ENG G3,BUAH
1647,1.1.7.01.05.01.004.00248,Tool Kit,Mekanik Set,SET
1648,1.1.7.01.05.01.004.00274,Mesin Gerinda Potongg,"14 Incg, Setara Makita",UNIT
1649,1.1.7.01.05.01.004.00277,Bor Mesin Listrik Set,Bor Mesin Listrik Set,SET
1650,1.1.7.01.05.01.004.00288,Gerobak Celeng,"wheel barrow, kapasitas 60 l, diameter 13 inc",BUAH
1651,1.1.7.01.05.01.004.00292,GEROBAK KAYU,KAYU RODA 2,UNIT
1652,1.1.7.01.05.01.004.00300,Essentials (Diving Mask),Kacamata Selam / Diving Mask,PCS
1653,1.1.7.01.05.01.004.00312,JACK HAMMER,GSH27 VC,UNIT
1654,1.1.7.01.05.01.004.00341,Mesin Serut Kayuu,"450 wat, setara makita",UNIT
1655,1.1.7.01.05.01.004.00352,Pompa CNP,"CHL 8-40, 3 phase, SS 316",UNIT
1656,1.1.7.01.05.01.004.00353,Pompa CNP,"CHL 8-50, 3 phase, SS 316",UNIT
1657,1.1.7.01.05.01.004.00354,Pompa Firman,Type FWP41SSE,UNIT
1658,1.1.7.01.05.01.004.00355,Pompa Shimizu,PC 268 BIT,UNIT
1659,1.1.7.01.05.01.004.00356,Pompa Shimizu,PC 503 BIT,UNIT
1660,1.1.7.01.05.01.004.00357,Pompa Shimizu,PS 135 E,UNIT
1661,1.1.7.01.05.01.004.00361,Pompa Submersible CNP,"SJ 3-15, 3 phase",UNIT
1662,1.1.7.01.05.01.004.00382,Flange Socket,"dia 4""",BUAH
1663,1.1.7.01.05.01.004.00384,TOngkat kaki tiga,Bahan alumunium. Bisa dipanjang pendekkan bisa diputar sesuai tangan yang diinginkan (kiri atau kanan),UNIT
1664,1.1.7.01.05.01.004.00421,Cool Box,Volume 10 Liter,BUAH
1665,1.1.7.01.05.01.004.00576,Mata bor tangan uk. 5mm,"Mata bor hss straight shank drill L/N 500 std. helix angle, Diameter 5mm, Panjang mata 62mm, Panjang keseluruhan 92mm, bahan HSS (High Speed Steel)",PCS
1666,1.1.7.01.05.01.004.00581,Tang/Press Skun,"Diameter 2,5 mm s/d 10 mm",PCS
1667,1.1.7.01.05.01.004.00599,Box Culvert,uk. 40x40x100 cm,BUAH
1668,1.1.7.01.05.01.004.00607,Mesin Jahit,"Elektrik : Digital, Bahan Plastik, Stainless Steel",UNIT
1669,1.1.7.01.05.01.004.00823,Pahat Baja,-,BUAH
1670,1.1.7.01.05.01.004.00855,Tang Las,300 A,UNIT
1671,1.1.7.01.05.01.004.50365,Tablet,Samsung Galaxy,UNIT
1672,1.1.7.01.05.01.008.00015,Karet Packing,Uk. 5 mm,METER
1673,1.1.7.02.01.05.003.00001,Tangki Air Plastik,Profil Titan 1000 Liter,BUAH
1674,1.1.7.02.01.05.003.00002,Tandon Air,uk. 1050 lt Merk Penguin,BUAH
1675,1.1.7.02.01.06.002.00005,Pagar BRC Hot Dip Galvanized,"Uk. 1,90 m x 2,40 m, dia. 7 mm",LEMBAR
1676,1.1.7.02.01.06.002.00006,Tiang Pagar BRC Hot Dip Galvanized,"Uk. 1,75 m, dia. 2 inch",BUAH
1677,1.1.7.02.01.06.002.00007,Tiang Pagar BRC Hot Dip Galvanized,"Uk. 1,90 m, dia. 2 inch",BUAH
1678,1.1.7.02.01.06.003.00005,Daun Pintu,88 x 215,SET
1679,1.1.7.02.01.06.003.00009,Kusen Model Standart,Kayu Meranti Oven,M3
1680,1.1.7.02.01.06.003.00011,Jendela Kaca Polos,Kayu Meranti Oven,M2
1681,1.1.7.02.01.06.003.00041,Pintu,Rolling Door Besi,M2
1682,1.1.7.02.01.06.003.00042,Pintu,Rolling Door Aluminium,M2
1683,1.1.7.02.01.06.003.00055,Handle Pintu,-,BUAH
